eta,V,r_star,sd_residual,asd_residual,curvature_norm,is_sd,is_asd,is_nontrivial,is_nontrivial_sd,phase_type
-4.836734693877551,3.622448979591837,0.8696448171680403,148.18217983698074,148.18217983698074,104.78062421373357,False,False,True,False,II
-4.836734693877551,3.7142857142857144,0.8466855660403815,156.2514364271954,156.2514364271954,110.48645026780859,False,False,True,False,II
-4.836734693877551,3.806122448979592,0.8237263149127226,164.94023641084829,164.94023641084829,116.63035965662311,False,False,True,False,II
-4.836734693877551,3.8979591836734695,0.7983992781840619,175.20792440275793,175.20792440275793,123.8907114628101,False,False,True,False,II
-4.836734693877551,3.989795918367347,0.7718883486549,186.90756432493643,186.90756432493643,132.16360618922337,False,False,True,False,II
-4.836734693877551,4.081632653061225,0.7548034500903623,195.48467079074518,195.48467079074518,138.22853633415573,False,False,True,False,II
-4.836734693877551,4.173469387755102,0.7391336047423516,203.9324238489809,203.9324238489809,144.2019998074236,False,False,True,False,II
-4.836734693877551,4.26530612244898,0.7253581541619296,211.92419320721373,211.92419320721373,149.85303411430888,False,False,True,False,II
-4.836734693877551,4.357142857142858,0.7115827035815079,220.3385240422148,220.3385240422148,155.80286450688521,False,False,True,False,II
-4.836734693877551,4.448979591836735,0.6978072530010861,229.20702448304135,229.20702448304135,162.07384130754957,False,False,True,False,II
-4.836734693877551,4.540816326530613,0.6840318024206644,238.56448993067326,238.56448993067326,168.6905685802889,False,False,True,False,II
-4.836734693877551,4.63265306122449,0.6702563518402427,248.44929734565474,248.44929734565474,175.68018293414536,False,False,True,False,II
-4.836734693877551,4.724489795918368,0.656480901259821,258.90385806996665,258.90385806996665,183.07267371663286,False,False,True,False,II
-4.836734693877551,4.816326530612245,0.6427054506793992,269.9751393276122,269.9751393276122,190.90125177033755,False,False,True,False,II
-4.836734693877551,4.908163265306123,0.6289300000989775,281.715266570662,281.715266570662,199.202775355891,False,False,True,False,II
-4.836734693877551,5.0,0.6151545495185557,294.1822213177461,294.1822213177461,208.01824359830002,False,False,True,False,II
-4.673469387755102,1.0510204081632653,3.075013544708605,11.141700254024887,11.141700254024887,7.878371803568876,False,False,True,False,II
-4.673469387755102,1.1428571428571428,2.9372584832285007,12.361884976024339,12.361884976024339,8.741172694794912,False,False,True,False,II
-4.673469387755102,1.2346938775510203,2.799503421748396,13.743803600509045,13.743803600509045,9.718336725216034,False,False,True,False,II
-4.673469387755102,1.3265306122448979,2.6617483602682914,15.3169401201602,15.3169401201602,10.830712225993569,False,False,True,False,II
-4.673469387755102,1.4183673469387754,2.523993298788187,17.11897779858902,17.11897779858902,12.104945288364252,False,False,True,False,II
-4.673469387755102,1.5102040816326532,2.386238237308082,19.198634739037203,19.198634739037203,13.57548481349683,False,False,True,False,II
-4.673469387755102,1.6020408163265307,2.2484831758279777,21.61975277174994,21.61975277174994,15.287473792481041,False,False,True,False,II
-4.673469387755102,1.6938775510204083,2.1059923792990687,24.557576154744115,24.557576154744115,17.364828628524624,False,False,True,False,II
-4.673469387755102,1.7857142857142858,1.9469265100993445,28.473676747977372,28.473676747977372,20.133929913808522,False,False,True,False,II
-4.673469387755102,1.8775510204081634,1.78786064089962,33.36559070566265,33.36559070566265,23.593035446268903,False,False,True,False,II
-4.673469387755102,1.969387755102041,1.6287947716998956,39.617984122927325,39.617984122927325,28.014145230262884,False,False,True,False,II
-4.673469387755102,2.0612244897959187,1.5404248159528329,44.15444017075634,44.15444017075634,31.22190406423751,False,False,True,False,II
-4.673469387755102,2.1530612244897958,1.487402816932101,47.48389361950212,47.48389361950212,33.576183175490584,False,False,True,False,II
-4.673469387755102,2.2448979591836737,1.4343808179113684,51.14644095757125,51.14644095757125,36.16599523465601,False,False,True,False,II
-4.673469387755102,2.336734693877551,1.3821480999502982,55.13709230990842,55.13709230990842,38.98781186724488,False,False,True,False,II
-4.673469387755102,2.428571428571429,1.3362296304665244,59.08034416908636,59.08034416908636,41.77611199679607,False,False,True,False,II
-4.673469387755102,2.5204081632653064,1.2903111609827507,63.40333347748419,63.40333347748419,44.83292705176112,False,False,True,False,II
-4.673469387755102,2.612244897959184,1.2443926914989767,68.15920958966382,68.15920958966382,48.195839301166444,False,False,True,False,II
-4.673469387755102,2.7040816326530615,1.198474222015203,73.41137522811236,73.41137522811236,51.909681240028384,False,False,True,False,II
-4.673469387755102,2.795918367346939,1.1525557525314292,79.23596626185056,79.23596626185056,56.028289057623034,False,False,True,False,II
-4.673469387755102,2.8877551020408165,1.1066372830476552,85.72506636287955,85.72506636287955,60.61677574285893,False,False,True,False,II
-4.673469387755102,2.979591836734694,1.0607188135638814,92.99091643564657,92.99091643564657,65.75450760039726,False,False,True,False,II
-4.673469387755102,3.0714285714285716,1.0326575139126415,98.21978101198445,98.21978101198445,69.4518732002319,False,False,True,False,II
-4.673469387755102,3.163265306122449,1.0096982627849829,102.95831004648899,102.95831004648899,72.8025192133794,False,False,True,False,II
-4.673469387755102,3.2551020408163267,0.9867390116573239,107.99357063432805,107.99357063432805,76.36298612008177,False,False,True,False,II
-4.673469387755102,3.3469387755102042,0.9637797605296652,113.35177649565988,113.35177649565988,80.15180981962301,False,False,True,False,II
-4.673469387755102,3.438775510204082,0.9408205094020063,119.06234392329021,119.06234392329021,84.18979077212344,False,False,True,False,II
-4.673469387755102,3.5306122448979593,0.9178612582743476,125.15837238809664,125.15837238809664,88.50033383789429,False,False,True,False,II
-4.673469387755102,3.622448979591837,0.8949020071466888,131.67721256894845,131.67721256894845,93.10984993524593,False,False,True,False,II
-4.673469387755102,3.7142857142857144,0.8703642322850287,139.08511333352996,139.08511333352996,98.34802680023853,False,False,True,False,II
-4.673469387755102,3.806122448979592,0.8438533027558668,147.66012318452871,147.66012318452871,104.4114744146212,False,False,True,False,II
-4.673469387755102,3.8979591836734695,0.8173423732267048,157.00055645869287,157.00055645869287,111.01615812200315,False,False,True,False,II
-4.673469387755102,3.989795918367347,0.7908314436975429,167.20654140567268,167.20654140567268,118.23287928670038,False,False,True,False,II
-4.673469387755102,4.081632653061225,0.7737465451330053,174.7208737486304,174.7208737486304,123.54631464249519,False,False,True,False,II
-4.673469387755102,4.173469387755102,0.7578399004390458,182.21453338673416,182.21453338673416,128.8451321885023,False,False,True,False,II
-4.673469387755102,4.26530612244898,0.7419332557450863,190.14356767269024,190.14356767269024,134.45180610036246,False,False,True,False,II
-4.673469387755102,4.357142857142858,0.7267370090889725,198.21541401441712,198.21541401441712,140.15946338529338,False,False,True,False,II
-4.673469387755102,4.448979591836735,0.7129615585085508,206.0575261447588,206.0575261447588,145.70467405148327,False,False,True,False,II
-4.673469387755102,4.540816326530613,0.6991861079281291,214.31759428790093,214.31759428790093,151.54542424856203,False,False,True,False,II
-4.673469387755102,4.63265306122449,0.6854106573477075,223.02740956034748,223.02740956034748,157.70419369059115,False,False,True,False,II
-4.673469387755102,4.724489795918368,0.6716352067672856,232.22202213845986,232.22202213845986,164.20576659495754,False,False,True,False,II
-4.673469387755102,4.816326530612245,0.657859756186864,241.94015200227523,241.94015200227523,171.0775221221129,False,False,True,False,II
-4.673469387755102,4.908163265306123,0.6440843056064421,252.22466183274258,252.22466183274258,178.34976876441607,False,False,True,False,II
-4.673469387755102,5.0,0.6303088550260205,263.1231030482619,263.1231030482619,186.0561304522727,False,False,True,False,II
-4.510204081632653,1.0510204081632653,3.150785112032281,9.961822558426634,9.961822558426634,7.044072284040595,False,False,True,False,II
-4.510204081632653,1.1428571428571428,3.0130300505521763,11.046769086558907,11.046769086558907,7.8112453313077275,False,False,True,False,II
-4.510204081632653,1.2346938775510203,2.8752749890720724,12.269859302807092,12.269859302807092,8.67610071721974,False,False,True,False,II
-4.510204081632653,1.3265306122448979,2.7375199275919675,13.65503066469901,13.65503066469901,9.65556478031892,False,False,True,False,II
-4.510204081632653,1.4183673469387754,2.599764866111863,15.232675753034805,15.232675753034805,10.77112832058681,False,False,True,False,II
-4.510204081632653,1.5102040816326532,2.4620098046317587,17.041784273582618,17.041784273582618,12.050361223368531,False,False,True,False,II
-4.510204081632653,1.6020408163265307,2.302943935432034,19.41652074068421,19.41652074068421,13.729553482787052,False,False,True,False,II
-4.510204081632653,1.6938775510204083,2.14387806623231,22.26435168011996,22.26435168011996,15.743274051734927,False,False,True,False,II
-4.510204081632653,1.7857142857142858,1.9848121970325854,25.732966117208644,25.732966117208644,18.195954841521893,False,False,True,False,II
-4.510204081632653,1.8775510204081634,1.8257463278328614,30.036079197392812,30.036079197392812,21.238715280732652,False,False,True,False,II
-4.510204081632653,1.969387755102041,1.666680458633137,35.492774030089606,35.492774030089606,25.097181199798147,False,False,True,False,II
-4.510204081632653,2.0612244897959187,1.5783105028860738,39.458196762833815,39.458196762833815,27.901158504392868,False,False,True,False,II
-4.510204081632653,2.1530612244897958,1.5252885038653419,42.38557050094792,42.38557050094792,29.97112432568077,False,False,True,False,II
-4.510204081632653,2.2448979591836737,1.4722665048446095,45.594128234823444,45.594128234823444,32.23991725713269,False,False,True,False,II
-4.510204081632653,2.336734693877551,1.4192445058238774,49.122890105706524,49.122890105706524,34.73512870522664,False,False,True,False,II
-4.510204081632653,2.428571428571429,1.3662225068031448,53.01848199768371,53.01848199768371,37.489728148779044,False,False,True,False,II
-4.510204081632653,2.5204081632653064,1.315568350961399,57.166656109703695,57.166656109703695,40.422930192930856,False,False,True,False,II
-4.510204081632653,2.612244897959184,1.269649881477625,61.38203788257414,61.38203788257414,43.40365522981772,False,False,True,False,II
-4.510204081632653,2.7040816326530615,1.2237314119938512,66.02240666920237,66.02240666920237,46.68489146604894,False,False,True,False,II
-4.510204081632653,2.795918367346939,1.1778129425100774,71.15097079584102,71.15097079584102,50.31133393774519,False,False,True,False,II
-4.510204081632653,2.8877551020408165,1.1318944730263036,76.84384229391577,76.84384229391577,54.336801978457466,False,False,True,False,II
-4.510204081632653,2.979591836734694,1.0859760035425297,83.19335649029566,83.19335649029566,58.82658652395793,False,False,True,False,II
-4.510204081632653,3.0714285714285716,1.05791470389129,87.78935976594494,87.78935976594494,62.076451606525126,False,False,True,False,II
-4.510204081632653,3.163265306122449,1.034955452763631,91.96326030080381,91.96326030080381,65.02784497872199,False,False,True,False,II
-4.510204081632653,3.2551020408163267,1.0119962016359723,96.38846047507373,96.38846047507373,68.15693403005615,False,False,True,False,II
-4.510204081632653,3.3469387755102042,0.9890369505083134,101.08629122560723,101.08629122560723,71.47880201062506,False,False,True,False,II
-4.510204081632653,3.438775510204082,0.9660776993806546,106.0806143465973,106.0806143465973,75.01032175691391,False,False,True,False,II
-4.510204081632653,3.5306122448979593,0.9423291863859952,111.55211851030964,111.55211851030964,78.87925945436534,False,False,True,False,II
-4.510204081632653,3.622448979591837,0.9158182568568333,117.98596691638582,117.98596691638582,83.42867729142806,False,False,True,False,II
-4.510204081632653,3.7142857142857144,0.8893073273276714,124.93645838721612,124.93645838721612,88.34341694303143,False,False,True,False,II
-4.510204081632653,3.806122448979592,0.8627963977985095,132.46447524294982,132.46447524294982,93.66652871060737,False,False,True,False,II
-4.510204081632653,3.8979591836734695,0.8362854682693476,140.64058335736976,140.64058335736976,99.44791020202807,False,False,True,False,II
-4.510204081632653,3.989795918367347,0.8097745387401857,149.54695525094027,149.54695525094027,105.74566616374103,False,False,True,False,II
-4.510204081632653,4.081632653061225,0.7926896401756481,156.13823653888565,156.13823653888565,110.40640585915521,False,False,True,False,II
-4.510204081632653,4.173469387755102,0.7767829954816887,162.70721458494705,162.70721458494705,115.0513747809908,False,False,True,False,II
-4.510204081632653,4.26530612244898,0.760876350787729,169.6431526617601,169.6431526617601,119.95582362899529,False,False,True,False,II
-4.510204081632653,4.357142857142858,0.7449697060937694,176.97547327423493,176.97547327423493,125.14055725591012,False,False,True,False,II
-4.510204081632653,4.448979591836735,0.72906306139981,184.736801204814,184.736801204814,130.62864486663514,False,False,True,False,II
-4.510204081632653,4.540816326530613,0.7143404134355936,192.43221975050227,192.43221975050227,136.07012750436004,False,False,True,False,II
-4.510204081632653,4.63265306122449,0.700564962855172,200.11165803535778,200.11165803535778,141.50031039128496,False,False,True,False,II
-4.510204081632653,4.724489795918368,0.6867895122747502,208.2035587911024,208.2035587911024,147.22214828836053,False,False,True,False,II
-4.510204081632653,4.816326530612245,0.6730140616943285,216.7398186480207,216.7398186480207,153.25819551915797,False,False,True,False,II
-4.510204081632653,4.908163265306123,0.6592386111139067,225.7556589513805,225.7556589513805,159.63335733575866,False,False,True,False,II
-4.510204081632653,5.0,0.6454631605334851,235.29005276361767,235.29005276361767,166.37519185489464,False,False,True,False,II
-4.346938775510204,1.0510204081632653,3.2265566793559577,8.905735767913457,8.905735767913457,6.297306152947191,False,False,True,False,II
-4.346938775510204,1.1428571428571428,3.088801617875853,9.873104766045477,9.873104766045477,6.981339331435979,False,False,True,False,II
-4.346938775510204,1.2346938775510203,2.9510465563957484,10.958775110535178,10.958775110535178,7.749024194157782,False,False,True,False,II
-4.346938775510204,1.3265306122448979,2.813291494915644,12.182208180470987,12.182208180470987,8.614122014237267,False,False,True,False,II
-4.346938775510204,1.4183673469387754,2.6589613607647244,13.700098161544899,13.700098161544899,9.68743231294975,False,False,True,False,II
-4.346938775510204,1.5102040816326532,2.4998954915649994,15.506170660957387,15.506170660957387,10.964518424598857,False,False,True,False,II
-4.346938775510204,1.6020408163265307,2.340829622365275,17.633294961481127,17.633294961481127,12.468622441925886,False,False,True,False,II
-4.346938775510204,1.6938775510204083,2.181763753165551,20.170299650895313,20.170299650895313,14.262555661712728,False,False,True,False,II
-4.346938775510204,1.7857142857142858,2.0226978839658267,23.24147748183105,23.24147748183105,16.43420633219718,False,False,True,False,II
-4.346938775510204,1.8775510204081634,1.8636320147661025,27.02531142085227,27.02531142085227,19.109780969362888,False,False,True,False,II
-4.346938775510204,1.969387755102041,1.7045661455663783,31.78596239866881,31.78596239866881,22.476069558639335,False,False,True,False,II
-4.346938775510204,2.0612244897959187,1.6161961898193151,35.254707139021846,35.254707139021846,24.928842486748135,False,False,True,False,II
-4.346938775510204,2.1530612244897958,1.5631741907985832,37.83329910853564,37.83329910853564,26.752182354304516,False,False,True,False,II
-4.346938775510204,2.2448979591836737,1.5101521917778506,40.649547740129215,40.649547740129215,28.743570859211665,False,False,True,False,II
-4.346938775510204,2.336734693877551,1.4571301927571185,43.73509706629912,43.73509706629912,30.925383711431987,False,False,True,False,II
-4.346938775510204,2.428571428571429,1.4041081937363862,47.12756850410814,47.12756850410814,33.324223270088424,False,False,True,False,II
-4.346938775510204,2.5204081632653064,1.3510861947156538,50.87197134119085,50.87197134119085,35.97191590768375,False,False,True,False,II
-4.346938775510204,2.612244897959184,1.2980641956949217,55.022524250948834,55.022524250948834,38.90680001584718,False,False,True,False,II
-4.346938775510204,2.7040816326530615,1.2489886019724996,59.34045222033787,59.34045222033787,41.96003616367723,False,False,True,False,II
-4.346938775510204,2.795918367346939,1.2030701324887256,63.857574004425366,63.857574004425366,45.15412360865097,False,False,True,False,II
-4.346938775510204,2.8877551020408165,1.1571516630049519,68.85360879103636,68.85360879103636,48.6868536853075,False,False,True,False,II
-4.346938775510204,2.979591836734694,1.111233193521178,74.40441746989497,74.40441746989497,52.611868143197555,False,False,True,False,II
-4.346938775510204,3.0714285714285716,1.0831718938699382,78.44979695960325,78.44979695960325,55.47238341284326,False,False,True,False,II
-4.346938775510204,3.163265306122449,1.0602126427422793,82.13323379969444,82.13323379969444,58.07696658054409,False,False,True,False,II
-4.346938775510204,3.2551020408163267,1.0372533916146205,86.0297670214261,86.0297670214261,60.83223164474921,False,False,True,False,II
-4.346938775510204,3.3469387755102042,1.0142941404869619,90.15675871943489,90.15675871943489,63.750455460311805,False,False,True,False,II
-4.346938775510204,3.438775510204082,0.9877832109578,95.08253018984234,95.08253018984234,67.23350186961216,False,False,True,False,II
-4.346938775510204,3.5306122448979593,0.9612722814286381,100.36651793311496,100.36651793311496,70.96984543458682,False,False,True,False,II
-4.346938775510204,3.622448979591837,0.9347613518994762,106.04686964050198,106.04686964050198,74.98646064640477,False,False,True,False,II
-4.346938775510204,3.7142857142857144,0.9082504223703143,112.16728648689808,112.16728648689808,79.31424890217983,False,False,True,False,II
-4.346938775510204,3.806122448979592,0.8817394928411524,118.77803029805908,118.77803029805908,83.98875067973877,False,False,True,False,II
-4.346938775510204,3.8979591836734695,0.8552285633119905,125.93715246121108,125.93715246121108,89.05101450864646,False,False,True,False,II
-4.346938775510204,3.989795918367347,0.8287176337828286,133.71200222379096,133.71200222379096,94.5486634984733,False,False,True,False,II
-4.346938775510204,4.081632653061225,0.811632735218291,139.50073099589082,139.50073099589082,98.64191286767479,False,False,True,False,II
-4.346938775510204,4.173469387755102,0.7957260905243316,145.2672882049393,145.2672882049393,102.71948457429315,False,False,True,False,II
-4.346938775510204,4.26530612244898,0.779819445830372,151.3433461448112,151.3433461448112,107.01590634645893,False,False,True,False,II
-4.346938775510204,4.357142857142858,0.7639128011364125,157.7528086683495,157.7528086683495,111.5480807606139,False,False,True,False,II
-4.346938775510204,4.448979591836735,0.748006156442453,164.52210606290205,164.52210606290205,116.33469685217044,False,False,True,False,II
-4.346938775510204,4.540816326530613,0.7320995117484934,171.68052393127763,171.68052393127763,121.39646266946576,False,False,True,False,II
-4.346938775510204,4.63265306122449,0.7161928670545339,179.26058373582669,179.26058373582669,126.75637435906198,False,False,True,False,II
-4.346938775510204,4.724489795918368,0.7019438177822148,186.57965883426635,186.57965883426635,131.93174199318227,False,False,True,False,II
-4.346938775510204,4.816326530612245,0.6881683672017931,194.0829320665041,194.0829320665041,137.23735737679308,False,False,True,False,II
-4.346938775510204,4.908163265306123,0.6743929166213714,201.9922052267953,201.9922052267953,142.83005806269176,False,False,True,False,II
-4.346938775510204,5.0,0.6606174660409496,210.3393902767018,210.3393902767018,148.7324092152996,False,False,True,False,II
-4.183673469387755,1.0510204081632653,3.3023282466796338,7.960133532432465,7.960133532432465,5.628664399933423,False,False,True,False,II
-4.183673469387755,1.1428571428571428,3.1645731851995293,8.825045885511033,8.825045885511033,6.240249789927291,False,False,True,False,II
-4.183673469387755,1.2346938775510203,3.0149787860974135,9.850707088384175,9.850707088384175,6.965501781678841,False,False,True,False,II
-4.183673469387755,1.3265306122448979,2.85591291689769,11.068681603340465,11.068681603340465,7.82673982051683,False,False,True,False,II
-4.183673469387755,1.4183673469387754,2.6968470476979656,12.469588954443024,12.469588954443024,8.817330908295533,False,False,True,False,II
-4.183673469387755,1.5102040816326532,2.5377811784982405,14.09479257081284,14.09479257081284,9.966523406239531,False,False,True,False,II
-4.183673469387755,1.6020408163265307,2.3787153092985163,15.99950681273064,15.99950681273064,11.3133597629222,False,False,True,False,II
-4.183673469387755,1.6938775510204083,2.219649440098792,18.258820334449656,18.258820334449656,12.910935674956178,False,False,True,False,II
-4.183673469387755,1.7857142857142858,2.060583570899068,20.977083016963526,20.977083016963526,14.83303765080807,False,False,True,False,II
-4.183673469387755,1.8775510204081634,1.9015177016993436,24.302993101210415,24.302993101210415,17.184811224995766,False,False,True,False,II
-4.183673469387755,1.969387755102041,1.7424518324996194,28.45472494305198,28.45472494305198,20.12052896403005,False,False,True,False,II
-4.183673469387755,2.0612244897959187,1.6540818767525565,31.49116681799876,31.49116681799876,22.267617604483714,False,False,True,False,II
