topology,ny_variant,V,eta,theta,r0,delta_V,stability_type
T3,FULL,3.0,-4.0,3.0,15.65941751154253,8399382.129654918,type-I
T3,FULL,3.0,-4.0,4.0,21.080334345333522,21112171.583901342,type-I
T3,FULL,3.0,-4.0,5.0,26.465143939798015,42345269.722895525,type-I
T3,FULL,3.0,-3.0,0.0,,,type-III
T3,FULL,3.0,-3.0,1.0,2.9999998435414406,18679.24968947073,type-I
T3,FULL,3.0,-3.0,2.0,7.605551579181921,875860.877078295,type-I
T3,FULL,3.0,-3.0,3.0,11.744561499273836,3543428.722276299,type-I
T3,FULL,3.0,-3.0,4.0,15.810250081445892,8906797.682061719,type-I
T3,FULL,3.0,-3.0,5.0,19.84885867135926,17864509.732095137,type-I
T3,FULL,3.0,-2.0,0.0,,,type-III
T3,FULL,3.0,-2.0,1.0,2.000000136698853,5533.4553015056645,type-I
T3,FULL,3.0,-2.0,2.0,5.07036828844888,259532.00291648545,type-I
T3,FULL,3.0,-2.0,3.0,7.829708491234093,1049868.0748384958,type-I
T3,FULL,3.0,-2.0,4.0,10.540165074433226,2639109.3540424975,type-I
T3,FULL,3.0,-2.0,5.0,13.232572088776989,5293245.218725956,type-I
T3,FULL,3.0,-1.0,0.0,,,type-III
T3,FULL,3.0,-1.0,1.0,0.9999985437625851,691.4565557706555,type-I
T3,FULL,3.0,-1.0,2.0,2.535183860544774,32447.585685469043,type-I
T3,FULL,3.0,-1.0,3.0,3.9148538369131693,131218.924773345,type-I
T3,FULL,3.0,-1.0,4.0,5.270083360297261,329909.24614653713,type-I
T3,FULL,3.0,-1.0,5.0,6.616286222367505,661675.5278864942,type-I
T3,FULL,3.0,0.0,0.0,,,type-III
T3,FULL,3.0,0.0,1.0,,,type-III
T3,FULL,3.0,0.0,2.0,,,type-III
T3,FULL,3.0,0.0,3.0,,,type-III
T3,FULL,3.0,0.0,4.0,,,type-III
T3,FULL,3.0,0.0,5.0,,,type-III
T3,FULL,3.0,1.0,0.0,,,type-III
T3,FULL,3.0,1.0,1.0,,,type-III
T3,FULL,3.0,1.0,2.0,,,type-III
T3,FULL,3.0,1.0,3.0,,,type-III
T3,FULL,3.0,1.0,4.0,,,type-III
T3,FULL,3.0,1.0,5.0,,,type-III
T3,FULL,3.0,2.0,0.0,,,type-III
T3,FULL,3.0,2.0,1.0,,,type-III
T3,FULL,3.0,2.0,2.0,,,type-III
T3,FULL,3.0,2.0,3.0,,,type-III
T3,FULL,3.0,2.0,4.0,,,type-III
T3,FULL,3.0,2.0,5.0,,,type-III
T3,FULL,3.0,3.0,0.0,,,type-III
T3,FULL,3.0,3.0,1.0,,,type-III
T3,FULL,3.0,3.0,2.0,,,type-III
T3,FULL,3.0,3.0,3.0,,,type-III
T3,FULL,3.0,3.0,4.0,,,type-III
T3,FULL,3.0,3.0,5.0,,,type-III
T3,FULL,3.0,4.0,0.0,,,type-III
T3,FULL,3.0,4.0,1.0,,,type-III
T3,FULL,3.0,4.0,2.0,,,type-III
T3,FULL,3.0,4.0,3.0,,,type-III
T3,FULL,3.0,4.0,4.0,,,type-III
T3,FULL,3.0,4.0,5.0,,,type-III
T3,FULL,3.0,5.0,0.0,,,type-III
T3,FULL,3.0,5.0,1.0,,,type-III
T3,FULL,3.0,5.0,2.0,,,type-III
T3,FULL,3.0,5.0,3.0,,,type-III
T3,FULL,3.0,5.0,4.0,,,type-III
T3,FULL,3.0,5.0,5.0,,,type-III
T3,FULL,4.0,-5.0,0.0,,,type-III
T3,FULL,4.0,-5.0,1.0,3.7499993144059647,64863.55630069043,type-I
T3,FULL,4.0,-5.0,2.0,9.50693951887385,3041098.409090729,type-I
T3,FULL,4.0,-5.0,3.0,14.680703324367686,12303740.577748917,type-I
T3,FULL,4.0,-5.0,4.0,19.762812857410584,30926102.63220539,type-I
T3,FULL,4.0,-5.0,5.0,24.811071999531986,62029272.97932692,type-I
T3,FULL,4.0,-4.0,0.0,,,type-III
T3,FULL,4.0,-4.0,1.0,2.9999998435411754,33207.55500350374,type-I
T3,FULL,4.0,-4.0,2.0,7.605551579179592,1557086.0036947452,type-I
T3,FULL,4.0,-4.0,3.0,11.744561499283757,6299428.839602301,type-I
T3,FULL,4.0,-4.0,4.0,15.810250081444664,15834306.990331944,type-I
T3,FULL,4.0,-4.0,5.0,19.848858671343653,31759128.412613574,type-I
T3,FULL,4.0,-3.0,0.0,,,type-III
T3,FULL,4.0,-3.0,1.0,2.250000152518169,14007.542221678092,type-I
T3,FULL,4.0,-3.0,2.0,5.704164338174161,656925.6772653271,type-I
T3,FULL,4.0,-3.0,3.0,8.808422029502193,2657509.86077762,type-I
T3,FULL,4.0,-3.0,4.0,11.857686248074913,6680196.922279068,type-I
T3,FULL,4.0,-3.0,5.0,14.886642084574675,13398479.323331317,type-I
T3,FULL,4.0,-2.0,0.0,,,type-III
T3,FULL,4.0,-2.0,1.0,1.4999987021222,4149.174951424311,type-I
T3,FULL,4.0,-2.0,2.0,3.802775101544171,194661.71267560584,type-I
T3,FULL,4.0,-2.0,3.0,5.872280705992032,787372.6970168861,type-I
T3,FULL,4.0,-2.0,4.0,7.905124843873801,1979374.4127739107,type-I
T3,FULL,4.0,-2.0,5.0,9.924427694681524,3969975.220304406,type-I
T3,FULL,4.0,-1.0,0.0,,,type-III
T3,FULL,4.0,-1.0,1.0,0.7500000333996187,518.8387976022136,type-I
T3,FULL,4.0,-1.0,2.0,1.9013881397091612,24338.395011149616,type-I
T3,FULL,4.0,-1.0,3.0,2.936140675307815,98406.39565220519,type-I
T3,FULL,4.0,-1.0,4.0,3.952562085768534,247441.4465426979,type-I
T3,FULL,4.0,-1.0,5.0,4.962215211576246,496265.6123567281,type-I
T3,FULL,4.0,0.0,0.0,,,type-III
T3,FULL,4.0,0.0,1.0,,,type-III
T3,FULL,4.0,0.0,2.0,,,type-III
T3,FULL,4.0,0.0,3.0,,,type-III
T3,FULL,4.0,0.0,4.0,,,type-III
T3,FULL,4.0,0.0,5.0,,,type-III
T3,FULL,4.0,1.0,0.0,,,type-III
T3,FULL,4.0,1.0,1.0,,,type-III
T3,FULL,4.0,1.0,2.0,,,type-III
T3,FULL,4.0,1.0,3.0,,,type-III
T3,FULL,4.0,1.0,4.0,,,type-III
T3,FULL,4.0,1.0,5.0,,,type-III
T3,FULL,4.0,2.0,0.0,,,type-III
T3,FULL,4.0,2.0,1.0,,,type-III
T3,FULL,4.0,2.0,2.0,,,type-III
T3,FULL,4.0,2.0,3.0,,,type-III
T3,FULL,4.0,2.0,4.0,,,type-III
T3,FULL,4.0,2.0,5.0,,,type-III
T3,FULL,4.0,3.0,0.0,,,type-III
T3,FULL,4.0,3.0,1.0,,,type-III
T3,FULL,4.0,3.0,2.0,,,type-III
T3,FULL,4.0,3.0,3.0,,,type-III
T3,FULL,4.0,3.0,4.0,,,type-III
T3,FULL,4.0,3.0,5.0,,,type-III
T3,FULL,4.0,4.0,0.0,,,type-III
T3,FULL,4.0,4.0,1.0,,,type-III
T3,FULL,4.0,4.0,2.0,,,type-III
T3,FULL,4.0,4.0,3.0,,,type-III
T3,FULL,4.0,4.0,4.0,,,type-III
T3,FULL,4.0,4.0,5.0,,,type-III
T3,FULL,4.0,5.0,0.0,,,type-III
T3,FULL,4.0,5.0,1.0,,,type-III
T3,FULL,4.0,5.0,2.0,,,type-III
T3,FULL,4.0,5.0,3.0,,,type-III
T3,FULL,4.0,5.0,4.0,,,type-III
T3,FULL,4.0,5.0,5.0,,,type-III
T3,FULL,5.0,-5.0,0.0,,,type-III
T3,FULL,5.0,-5.0,1.0,2.9999998435404702,51886.80469297525,type-I
T3,FULL,5.0,-5.0,2.0,7.605551579188811,2432946.8807730493,type-I
T3,FULL,5.0,-5.0,3.0,11.74456149927851,9842857.561878601,type-I
T3,FULL,5.0,-5.0,4.0,15.810250081419339,24741104.67239367,type-I
T3,FULL,5.0,-5.0,5.0,19.848858671352872,49623638.14470868,type-I
T3,FULL,5.0,-4.0,0.0,,,type-III
T3,FULL,5.0,-4.0,1.0,2.4000000517564466,26563.365942412292,type-I
T3,FULL,5.0,-4.0,2.0,6.0844410617024005,1245711.641117539,type-I
T3,FULL,5.0,-4.0,3.0,9.395650482620358,5039455.563146794,type-I
T3,FULL,5.0,-4.0,4.0,12.648199871973675,12667586.241745654,type-I
T3,FULL,5.0,-4.0,5.0,15.879086565523526,25407441.135265596,type-I
T3,FULL,5.0,-3.0,0.0,,,type-III
T3,FULL,5.0,-3.0,1.0,1.7999996214570237,11204.44122856987,type-I
T3,FULL,5.0,-3.0,2.0,4.563330825594674,525563.9074562836,type-I
T3,FULL,5.0,-3.0,3.0,7.046738090703515,2125957.570842481,type-I
T3,FULL,5.0,-3.0,4.0,9.486150213751648,5344234.972699708,type-I
T3,FULL,5.0,-3.0,5.0,11.909313732743605,10718859.210312355,type-I
T3,FULL,5.0,-2.0,0.0,,,type-III
T3,FULL,5.0,-2.0,1.0,1.200000014002948,3318.5553346758993,type-I
T3,FULL,5.0,-2.0,2.0,3.0422205698872933,155739.10657527312,type-I
T3,FULL,5.0,-2.0,3.0,4.697824811260196,629874.8219271841,type-I
T3,FULL,5.0,-2.0,4.0,6.324099946903754,1583532.4530372547,type-I
T3,FULL,5.0,-2.0,5.0,7.939542890483601,3176011.9769090577,type-I
T3,FULL,5.0,-1.0,0.0,,,type-III
T3,FULL,5.0,-1.0,1.0,0.6000011164175145,415.23725836381755,type-I
T3,FULL,5.0,-1.0,2.0,1.5211095040745968,19472.66558558215,type-I
T3,FULL,5.0,-1.0,3.0,2.348912694718323,78718.55526855664,type-I
T3,FULL,5.0,-1.0,4.0,3.1620500689631426,197960.27053952834,type-I
T3,FULL,5.0,-1.0,5.0,3.9697712471070035,397019.0421144058,type-I
T3,FULL,5.0,0.0,0.0,,,type-III
T3,FULL,5.0,0.0,1.0,,,type-III
T3,FULL,5.0,0.0,2.0,,,type-III
T3,FULL,5.0,0.0,3.0,,,type-III
T3,FULL,5.0,0.0,4.0,,,type-III
T3,FULL,5.0,0.0,5.0,,,type-III
T3,FULL,5.0,1.0,0.0,,,type-III
T3,FULL,5.0,1.0,1.0,,,type-III
T3,FULL,5.0,1.0,2.0,,,type-III
T3,FULL,5.0,1.0,3.0,,,type-III
T3,FULL,5.0,1.0,4.0,,,type-III
T3,FULL,5.0,1.0,5.0,,,type-III
T3,FULL,5.0,2.0,0.0,,,type-III
T3,FULL,5.0,2.0,1.0,,,type-III
T3,FULL,5.0,2.0,2.0,,,type-III
T3,FULL,5.0,2.0,3.0,,,type-III
T3,FULL,5.0,2.0,4.0,,,type-III
T3,FULL,5.0,2.0,5.0,,,type-III
T3,FULL,5.0,3.0,0.0,,,type-III
T3,FULL,5.0,3.0,1.0,,,type-III
T3,FULL,5.0,3.0,2.0,,,type-III
T3,FULL,5.0,3.0,3.0,,,type-III
T3,FULL,5.0,3.0,4.0,,,type-III
T3,FULL,5.0,3.0,5.0,,,type-III
T3,FULL,5.0,4.0,0.0,,,type-III
T3,FULL,5.0,4.0,1.0,,,type-III
T3,FULL,5.0,4.0,2.0,,,type-III
T3,FULL,5.0,4.0,3.0,,,type-III
T3,FULL,5.0,4.0,4.0,,,type-III
T3,FULL,5.0,4.0,5.0,,,type-III
T3,FULL,5.0,5.0,0.0,,,type-III
T3,FULL,5.0,5.0,1.0,,,type-III
T3,FULL,5.0,5.0,2.0,,,type-III
T3,FULL,5.0,5.0,3.0,,,type-III
T3,FULL,5.0,5.0,4.0,,,type-III
T3,FULL,5.0,5.0,5.0,,,type-III
T3,TT,0.0,-5.0,0.0,,,type-III
T3,TT,0.0,-5.0,1.0,,,type-III
T3,TT,0.0,-5.0,2.0,,,type-III
T3,TT,0.0,-5.0,3.0,,,type-III
T3,TT,0.0,-5.0,4.0,,,type-III
T3,TT,0.0,-5.0,5.0,,,type-III
T3,TT,0.0,-4.0,0.0,,,type-III
T3,TT,0.0,-4.0,1.0,,,type-III
T3,TT,0.0,-4.0,2.0,,,type-III
T3,TT,0.0,-4.0,3.0,,,type-III
T3,TT,0.0,-4.0,4.0,,,type-III
T3,TT,0.0,-4.0,5.0,,,type-III
T3,TT,0.0,-3.0,0.0,,,type-III
T3,TT,0.0,-3.0,1.0,,,type-III
T3,TT,0.0,-3.0,2.0,,,type-III
T3,TT,0.0,-3.0,3.0,,,type-III
T3,TT,0.0,-3.0,4.0,,,type-III
T3,TT,0.0,-3.0,5.0,,,type-III
T3,TT,0.0,-2.0,0.0,,,type-III
T3,TT,0.0,-2.0,1.0,,,type-III
T3,TT,0.0,-2.0,2.0,,,type-III
T3,TT,0.0,-2.0,3.0,,,type-III
T3,TT,0.0,-2.0,4.0,,,type-III
T3,TT,0.0,-2.0,5.0,,,type-III
T3,TT,0.0,-1.0,0.0,,,type-III
T3,TT,0.0,-1.0,1.0,,,type-III
T3,TT,0.0,-1.0,2.0,,,type-III
T3,TT,0.0,-1.0,3.0,,,type-III
T3,TT,0.0,-1.0,4.0,,,type-III
T3,TT,0.0,-1.0,5.0,,,type-III
T3,TT,0.0,0.0,0.0,,,type-III
T3,TT,0.0,0.0,1.0,,,type-III
T3,TT,0.0,0.0,2.0,,,type-III
T3,TT,0.0,0.0,3.0,,,type-III
T3,TT,0.0,0.0,4.0,,,type-III
T3,TT,0.0,0.0,5.0,,,type-III
T3,TT,0.0,1.0,0.0,,,type-III
T3,TT,0.0,1.0,1.0,,,type-III
T3,TT,0.0,1.0,2.0,,,type-III
T3,TT,0.0,1.0,3.0,,,type-III
T3,TT,0.0,1.0,4.0,,,type-III
T3,TT,0.0,1.0,5.0,,,type-III
T3,TT,0.0,2.0,0.0,,,type-III
T3,TT,0.0,2.0,1.0,,,type-III
T3,TT,0.0,2.0,2.0,,,type-III
T3,TT,0.0,2.0,3.0,,,type-III
T3,TT,0.0,2.0,4.0,,,type-III
T3,TT,0.0,2.0,5.0,,,type-III
T3,TT,0.0,3.0,0.0,,,type-III
T3,TT,0.0,3.0,1.0,,,type-III
T3,TT,0.0,3.0,2.0,,,type-III
T3,TT,0.0,3.0,3.0,,,type-III
T3,TT,0.0,3.0,4.0,,,type-III
T3,TT,0.0,3.0,5.0,,,type-III
T3,TT,0.0,4.0,0.0,,,type-III
T3,TT,0.0,4.0,1.0,,,type-III
T3,TT,0.0,4.0,2.0,,,type-III
T3,TT,0.0,4.0,3.0,,,type-III
T3,TT,0.0,4.0,4.0,,,type-III
T3,TT,0.0,4.0,5.0,,,type-III
T3,TT,0.0,5.0,0.0,,,type-III
T3,TT,0.0,5.0,1.0,,,type-III
T3,TT,0.0,5.0,2.0,,,type-III
T3,TT,0.0,5.0,3.0,,,type-III
T3,TT,0.0,5.0,4.0,,,type-III
T3,TT,0.0,5.0,5.0,,,type-III
T3,TT,1.0,-5.0,0.0,,,type-III
T3,TT,1.0,-5.0,1.0,38.02775751267502,12163338.804937486,type-I
T3,TT,1.0,-5.0,2.0,79.05124876305288,123700997.28154285,type-I
T3,TT,1.0,-5.0,3.0,119.37171230686549,434871998.1793627,type-I
T3,TT,1.0,-5.0,4.0,159.52986837505404,1045293092.6819137,type-I
T3,TT,1.0,-5.0,5.0,199.62429418153374,2054705524.7205138,type-I
T3,TT,1.0,-4.0,0.0,,,type-III
T3,TT,1.0,-4.0,1.0,30.422205129721576,6227675.42827671,type-I
T3,TT,1.0,-4.0,2.0,63.240998689416145,63335058.43332294,type-I
T3,TT,1.0,-4.0,3.0,95.49736840533838,222654609.99528474,type-I
T3,TT,1.0,-4.0,4.0,127.62389520119092,535190209.4828684,type-I
T3,TT,1.0,-4.0,5.0,159.69943520156792,1052009373.7889092,type-I
T3,TT,1.0,-3.0,0.0,,,type-III
T3,TT,1.0,-3.0,1.0,22.81665474430051,2627332.7251451286,type-I
T3,TT,1.0,-3.0,2.0,47.43075026512669,26719581.342203986,type-I
T3,TT,1.0,-3.0,3.0,71.62302605896235,93932516.33917035,type-I
T3,TT,1.0,-3.0,4.0,95.71792121736674,225783471.55475834,type-I
T3,TT,1.0,-3.0,5.0,119.77457818615,443816555.6781328,type-I
T3,TT,1.0,-2.0,0.0,,,type-III
T3,TT,1.0,-2.0,1.0,15.2111013103358,778487.8282578791,type-I
T3,TT,1.0,-2.0,2.0,31.620499372027247,7916973.947092788,type-I
T3,TT,1.0,-2.0,3.0,47.748685048870875,27831916.957210705,type-I
T3,TT,1.0,-2.0,4.0,63.811947179079965,66898865.958031446,type-I
T3,TT,1.0,-2.0,5.0,79.84971856293602,131501260.56115922,type-I
T3,TT,1.0,-1.0,0.0,,,type-III
T3,TT,1.0,-1.0,1.0,7.605551579179592,97317.87523092158,type-I
T3,TT,1.0,-1.0,2.0,15.810250081444664,989644.1868957465,type-I
T3,TT,1.0,-1.0,3.0,23.87434201522135,3479011.5955968536,type-I
T3,TT,1.0,-1.0,4.0,31.9059737387258,8362379.753135805,type-I
T3,TT,1.0,-1.0,5.0,39.92485938756672,16437678.61096314,type-I
T3,TT,1.0,0.0,0.0,,,type-III
T3,TT,1.0,0.0,1.0,,,type-III
T3,TT,1.0,0.0,2.0,,,type-III
T3,TT,1.0,0.0,3.0,,,type-III
T3,TT,1.0,0.0,4.0,,,type-III
T3,TT,1.0,0.0,5.0,,,type-III
T3,TT,1.0,1.0,0.0,,,type-III
T3,TT,1.0,1.0,1.0,,,type-III
T3,TT,1.0,1.0,2.0,,,type-III
T3,TT,1.0,1.0,3.0,,,type-III
T3,TT,1.0,1.0,4.0,,,type-III
T3,TT,1.0,1.0,5.0,,,type-III
T3,TT,1.0,2.0,0.0,,,type-III
T3,TT,1.0,2.0,1.0,,,type-III
T3,TT,1.0,2.0,2.0,,,type-III
T3,TT,1.0,2.0,3.0,,,type-III
T3,TT,1.0,2.0,4.0,,,type-III
T3,TT,1.0,2.0,5.0,,,type-III
T3,TT,1.0,3.0,0.0,,,type-III
T3,TT,1.0,3.0,1.0,,,type-III
T3,TT,1.0,3.0,2.0,,,type-III
T3,TT,1.0,3.0,3.0,,,type-III
T3,TT,1.0,3.0,4.0,,,type-III
T3,TT,1.0,3.0,5.0,,,type-III
T3,TT,1.0,4.0,0.0,,,type-III
T3,TT,1.0,4.0,1.0,,,type-III
T3,TT,1.0,4.0,2.0,,,type-III
T3,TT,1.0,4.0,3.0,,,type-III
T3,TT,1.0,4.0,4.0,,,type-III
T3,TT,1.0,4.0,5.0,,,type-III
T3,TT,1.0,5.0,0.0,,,type-III
T3,TT,1.0,5.0,1.0,,,type-III
T3,TT,1.0,5.0,2.0,,,type-III
T3,TT,1.0,5.0,3.0,,,type-III
T3,TT,1.0,5.0,4.0,,,type-III
T3,TT,1.0,5.0,5.0,,,type-III
T3,TT,2.0,-5.0,0.0,,,type-III
T3,TT,2.0,-5.0,1.0,19.01387859946216,6081847.919424314,type-I
T3,TT,2.0,-5.0,2.0,39.525624976772654,61851073.74586314,type-I
T3,TT,2.0,-5.0,3.0,59.68585374064929,217436569.51913664,type-I
T3,TT,2.0,-5.0,4.0,79.76493512233802,522647112.09477556,type-I
T3,TT,2.0,-5.0,5.0,99.81214715943193,1027353323.4384394,type-I
T3,TT,2.0,-4.0,0.0,,,type-III
T3,TT,2.0,-4.0,1.0,15.2111013103358,3113951.3130315165,type-I
T3,TT,2.0,-4.0,2.0,31.620499372027247,31667895.788371153,type-I
T3,TT,2.0,-4.0,3.0,47.748685048870875,111327667.82884282,type-I
T3,TT,2.0,-4.0,4.0,63.811947179079965,267595463.83212578,type-I
T3,TT,2.0,-4.0,5.0,79.84971856293602,526005042.2446369,type-I
T3,TT,2.0,-3.0,0.0,,,type-III
T3,TT,2.0,-3.0,1.0,11.408325287261507,1313729.6513538803,type-I
T3,TT,2.0,-3.0,2.0,23.715374533198055,13359995.465793319,type-I
T3,TT,2.0,-3.0,3.0,35.811514227264134,46966460.158894524,type-I
T3,TT,2.0,-3.0,4.0,47.858961353729406,112891934.96130674,type-I
T3,TT,2.0,-3.0,5.0,59.8872869882074,221908474.21761203,type-I
T3,TT,2.0,-2.0,0.0,,,type-III
T3,TT,2.0,-2.0,1.0,7.605551579179592,389271.5009236863,type-I
T3,TT,2.0,-2.0,2.0,15.810250081444664,3958576.747582986,type-I
T3,TT,2.0,-2.0,3.0,23.87434201522135,13916046.382387415,type-I
T3,TT,2.0,-2.0,4.0,31.9059737387258,33449519.01254322,type-I
T3,TT,2.0,-2.0,5.0,39.92485938756672,65750714.44385256,type-I
T3,TT,2.0,-1.0,0.0,,,type-III
T3,TT,2.0,-1.0,1.0,3.802775101544171,48665.42816890146,type-I
T3,TT,2.0,-1.0,2.0,7.905124843873801,494843.60319347767,type-I
T3,TT,2.0,-1.0,3.0,11.937170126724583,1739526.3724167251,type-I
T3,TT,2.0,-1.0,4.0,15.952987113288039,4181209.516058955,type-I
T3,TT,2.0,-1.0,5.0,19.96243040913753,8218858.009845291,type-I
T3,TT,2.0,0.0,0.0,,,type-III
T3,TT,2.0,0.0,1.0,,,type-III
T3,TT,2.0,0.0,2.0,,,type-III
T3,TT,2.0,0.0,3.0,,,type-III
T3,TT,2.0,0.0,4.0,,,type-III
T3,TT,2.0,0.0,5.0,,,type-III
T3,TT,2.0,1.0,0.0,,,type-III
T3,TT,2.0,1.0,1.0,,,type-III
T3,TT,2.0,1.0,2.0,,,type-III
T3,TT,2.0,1.0,3.0,,,type-III
T3,TT,2.0,1.0,4.0,,,type-III
T3,TT,2.0,1.0,5.0,,,type-III
T3,TT,2.0,2.0,0.0,,,type-III
T3,TT,2.0,2.0,1.0,,,type-III
T3,TT,2.0,2.0,2.0,,,type-III
T3,TT,2.0,2.0,3.0,,,type-III
T3,TT,2.0,2.0,4.0,,,type-III
T3,TT,2.0,2.0,5.0,,,type-III
T3,TT,2.0,3.0,0.0,,,type-III
T3,TT,2.0,3.0,1.0,,,type-III
T3,TT,2.0,3.0,2.0,,,type-III
T3,TT,2.0,3.0,3.0,,,type-III
T3,TT,2.0,3.0,4.0,,,type-III
T3,TT,2.0,3.0,5.0,,,type-III
T3,TT,2.0,4.0,0.0,,,type-III
T3,TT,2.0,4.0,1.0,,,type-III
T3,TT,2.0,4.0,2.0,,,type-III
T3,TT,2.0,4.0,3.0,,,type-III
T3,TT,2.0,4.0,4.0,,,type-III
T3,TT,2.0,4.0,5.0,,,type-III
T3,TT,2.0,5.0,0.0,,,type-III
T3,TT,2.0,5.0,1.0,,,type-III
T3,TT,2.0,5.0,2.0,,,type-III
T3,TT,2.0,5.0,3.0,,,type-III
T3,TT,2.0,5.0,4.0,,,type-III
T3,TT,2.0,5.0,5.0,,,type-III
T3,TT,3.0,-5.0,0.0,,,type-III
T3,TT,3.0,-5.0,1.0,12.67591787811971,4054682.4812408797,type-I
T3,TT,3.0,-5.0,2.0,26.350416260275665,41234428.41326016,type-I
T3,TT,3.0,-5.0,3.0,39.79057076024222,144958087.0669577,type-I
T3,TT,3.0,-5.0,4.0,53.176622797483354,348431776.92223215,type-I
T3,TT,3.0,-5.0,5.0,66.54142976065104,684902579.2895217,type-I
T3,TT,3.0,-4.0,0.0,,,type-III
T3,TT,3.0,-4.0,1.0,10.140733402235805,2076041.8283751118,type-I
T3,TT,3.0,-4.0,2.0,21.080334345333522,21112171.583901342,type-I
T3,TT,3.0,-4.0,3.0,31.832456134837948,74218682.12142831,type-I
T3,TT,3.0,-4.0,4.0,42.54129839859952,178397208.63416225,type-I
T3,TT,3.0,-4.0,5.0,53.233145074406295,350670256.75304866,type-I
T3,TT,3.0,-3.0,0.0,,,type-III
T3,TT,3.0,-3.0,1.0,7.605551579181921,875860.877078295,type-I
T3,TT,3.0,-3.0,2.0,15.810250081445892,8906797.682061719,type-I
T3,TT,3.0,-3.0,3.0,23.874342015245926,31311104.360371713,type-I
T3,TT,3.0,-3.0,4.0,31.905973738852925,75261417.77822226,type-I
T3,TT,3.0,-3.0,5.0,39.92485938750904,147939107.49866825,type-I
T3,TT,3.0,-2.0,0.0,,,type-III
T3,TT,3.0,-2.0,1.0,5.07036828844888,259532.00291648545,type-I
T3,TT,3.0,-2.0,2.0,10.540165074433226,2639109.3540424975,type-I
T3,TT,3.0,-2.0,3.0,15.916228344487337,9277420.365851635,type-I
T3,TT,3.0,-2.0,4.0,21.270650480586713,22299733.374561302,type-I
T3,TT,3.0,-2.0,5.0,26.616572860489374,43833861.58404054,type-I
T3,TT,3.0,-1.0,0.0,,,type-III
T3,TT,3.0,-1.0,1.0,2.535183860544774,32447.585685469043,type-I
T3,TT,3.0,-1.0,2.0,5.270083360297261,329909.24614653713,type-I
T3,TT,3.0,-1.0,3.0,7.958115744608632,1159696.7199315897,type-I
T3,TT,3.0,-1.0,4.0,10.635323277929308,2787484.443329458,type-I
T3,TT,3.0,-1.0,5.0,13.308286460296232,5479249.066823541,type-I
T3,TT,3.0,0.0,0.0,,,type-III
T3,TT,3.0,0.0,1.0,,,type-III
T3,TT,3.0,0.0,2.0,,,type-III
T3,TT,3.0,0.0,3.0,,,type-III
T3,TT,3.0,0.0,4.0,,,type-III
T3,TT,3.0,0.0,5.0,,,type-III
T3,TT,3.0,1.0,0.0,,,type-III
T3,TT,3.0,1.0,1.0,,,type-III
T3,TT,3.0,1.0,2.0,,,type-III
T3,TT,3.0,1.0,3.0,,,type-III
T3,TT,3.0,1.0,4.0,,,type-III
T3,TT,3.0,1.0,5.0,,,type-III
T3,TT,3.0,2.0,0.0,,,type-III
T3,TT,3.0,2.0,1.0,,,type-III
T3,TT,3.0,2.0,2.0,,,type-III
T3,TT,3.0,2.0,3.0,,,type-III
T3,TT,3.0,2.0,4.0,,,type-III
T3,TT,3.0,2.0,5.0,,,type-III
T3,TT,3.0,3.0,0.0,,,type-III
T3,TT,3.0,3.0,1.0,,,type-III
T3,TT,3.0,3.0,2.0,,,type-III
T3,TT,3.0,3.0,3.0,,,type-III
T3,TT,3.0,3.0,4.0,,,type-III
T3,TT,3.0,3.0,5.0,,,type-III
T3,TT,3.0,4.0,0.0,,,type-III
T3,TT,3.0,4.0,1.0,,,type-III
T3,TT,3.0,4.0,2.0,,,type-III
T3,TT,3.0,4.0,3.0,,,type-III
T3,TT,3.0,4.0,4.0,,,type-III
T3,TT,3.0,4.0,5.0,,,type-III
T3,TT,3.0,5.0,0.0,,,type-III
T3,TT,3.0,5.0,1.0,,,type-III
T3,TT,3.0,5.0,2.0,,,type-III
T3,TT,3.0,5.0,3.0,,,type-III
T3,TT,3.0,5.0,4.0,,,type-III
T3,TT,3.0,5.0,5.0,,,type-III
T3,TT,4.0,-5.0,0.0,,,type-III
T3,TT,4.0,-5.0,1.0,9.50693951887385,3041098.409090729,type-I
T3,TT,4.0,-5.0,2.0,19.762812857410584,30926102.63220539,type-I
T3,TT,4.0,-5.0,3.0,29.842927763805566,108718841.16756968,type-I
T3,TT,4.0,-5.0,4.0,39.88246771519331,261324103.10411626,type-I
T3,TT,4.0,-5.0,5.0,49.90607366957065,513677199.4246754,type-I
T3,TT,4.0,-4.0,0.0,,,type-III
T3,TT,4.0,-4.0,1.0,7.605551579179592,1557086.0036947452,type-I
T3,TT,4.0,-4.0,2.0,15.810250081444664,15834306.990331944,type-I
T3,TT,4.0,-4.0,3.0,23.87434201522135,55664185.52954966,type-I
T3,TT,4.0,-4.0,4.0,31.9059737387258,133798076.05017288,type-I
T3,TT,4.0,-4.0,5.0,39.92485938756672,263002857.77541023,type-I
T3,TT,4.0,-3.0,0.0,,,type-III
T3,TT,4.0,-3.0,1.0,5.704164338174161,656925.6772653271,type-I
T3,TT,4.0,-3.0,2.0,11.857686248074913,6680196.922279068,type-I
T3,TT,4.0,-3.0,3.0,17.905756609784806,23483423.65806624,type-I
T3,TT,4.0,-3.0,4.0,23.929480192796,56446155.44850868,type-I
T3,TT,4.0,-3.0,5.0,29.94364431149713,110954419.46589774,type-I
