topology,ny_variant,V,eta,theta,r0,delta_V,stability_type
S3,TT,0.0,1.0,0.0,,,type-III
S3,TT,0.0,1.0,1.0,,,type-III
S3,TT,0.0,1.0,2.0,,,type-III
S3,TT,0.0,1.0,3.0,,,type-III
S3,TT,0.0,1.0,4.0,,,type-III
S3,TT,0.0,1.0,5.0,,,type-III
S3,TT,0.0,2.0,0.0,,,type-III
S3,TT,0.0,2.0,1.0,,,type-III
S3,TT,0.0,2.0,2.0,,,type-III
S3,TT,0.0,2.0,3.0,,,type-III
S3,TT,0.0,2.0,4.0,,,type-III
S3,TT,0.0,2.0,5.0,,,type-III
S3,TT,0.0,3.0,0.0,,,type-III
S3,TT,0.0,3.0,1.0,,,type-III
S3,TT,0.0,3.0,2.0,,,type-III
S3,TT,0.0,3.0,3.0,,,type-III
S3,TT,0.0,3.0,4.0,,,type-III
S3,TT,0.0,3.0,5.0,,,type-III
S3,TT,0.0,4.0,0.0,,,type-III
S3,TT,0.0,4.0,1.0,,,type-III
S3,TT,0.0,4.0,2.0,,,type-III
S3,TT,0.0,4.0,3.0,,,type-III
S3,TT,0.0,4.0,4.0,,,type-III
S3,TT,0.0,4.0,5.0,,,type-III
S3,TT,0.0,5.0,0.0,,,type-III
S3,TT,0.0,5.0,1.0,,,type-III
S3,TT,0.0,5.0,2.0,,,type-III
S3,TT,0.0,5.0,3.0,,,type-III
S3,TT,0.0,5.0,4.0,,,type-III
S3,TT,0.0,5.0,5.0,,,type-III
S3,TT,1.0,-5.0,0.0,3.0000009997724213,353.52923622669783,type-II
S3,TT,1.0,-5.0,1.0,40.22374882512651,217675.77135167673,type-II
S3,TT,1.0,-5.0,2.0,80.11234327316868,1698632.842936852,type-II
S3,TT,1.0,-5.0,3.0,120.07495468598168,5706215.244786099,type-II
S3,TT,1.0,-5.0,4.0,160.05623019700295,13503727.397176716,type-II
S3,TT,1.0,-5.0,5.0,200.0449898418093,26354477.66809165,type-II
S3,TT,1.0,-4.0,0.0,3.4641018496299387,544.6603022688204,type-II
S3,TT,1.0,-4.0,1.0,32.370705860978134,115423.92710538814,type-II
S3,TT,1.0,-4.0,2.0,64.18695334384432,877598.6359629605,type-II
S3,TT,1.0,-4.0,3.0,96.12483771485583,2933416.6698080855,type-II
S3,TT,1.0,-4.0,4.0,128.0936817068164,6929681.563897882,type-II
S3,TT,1.0,-4.0,5.0,160.0749648432052,13513205.50977879,type-II
S3,TT,1.0,-3.0,0.0,3.0000009997724213,353.52923622669783,type-II
S3,TT,1.0,-3.0,1.0,24.369316668827707,49773.97679587859,type-II
S3,TT,1.0,-3.0,2.0,48.1867737730869,372375.2227852943,type-II
S3,TT,1.0,-3.0,3.0,72.12478332135672,1240736.9513736358,type-II
S3,TT,1.0,-3.0,4.0,96.09365867888424,2927725.9003338367,type-II
S3,TT,1.0,-3.0,5.0,120.07495468598168,5706215.244786099,type-II
S3,TT,1.0,-2.0,0.0,,,type-III
S3,TT,1.0,-2.0,1.0,16.000000215166214,13475.28409083336,type-II
S3,TT,1.0,-2.0,2.0,32.00000001794931,107802.36742881105,type-II
S3,TT,1.0,-2.0,3.0,48.000000657791226,363833.0492742366,type-II
S3,TT,1.0,-2.0,4.0,63.999999605322685,862419.1288808346,type-II
S3,TT,1.0,-2.0,5.0,80.00000096407199,1684412.4055023277,type-II
S3,TT,1.0,-1.0,0.0,,,type-III
S3,TT,1.0,-1.0,1.0,5.000000018164713,26.234196165095227,type-I
S3,TT,1.0,-1.0,2.0,15.000000017274514,9027.133715523212,type-I
S3,TT,1.0,-1.0,3.0,23.357816990638035,38554.75300470825,type-I
S3,TT,1.0,-1.0,4.0,31.524174717372134,98400.59677542256,type-I
S3,TT,1.0,-1.0,5.0,39.62141759046251,198766.82516070514,type-I
S3,TT,1.0,0.0,0.0,,,type-III
S3,TT,1.0,0.0,1.0,,,type-III
S3,TT,1.0,0.0,2.0,,,type-III
S3,TT,1.0,0.0,3.0,,,type-III
S3,TT,1.0,0.0,4.0,,,type-III
S3,TT,1.0,0.0,5.0,,,type-III
S3,TT,1.0,1.0,0.0,,,type-III
S3,TT,1.0,1.0,1.0,,,type-III
S3,TT,1.0,1.0,2.0,,,type-III
S3,TT,1.0,1.0,3.0,,,type-III
S3,TT,1.0,1.0,4.0,,,type-III
S3,TT,1.0,1.0,5.0,,,type-III
S3,TT,1.0,2.0,0.0,,,type-III
S3,TT,1.0,2.0,1.0,,,type-III
S3,TT,1.0,2.0,2.0,,,type-III
S3,TT,1.0,2.0,3.0,,,type-III
S3,TT,1.0,2.0,4.0,,,type-III
S3,TT,1.0,2.0,5.0,,,type-III
S3,TT,1.0,3.0,0.0,,,type-III
S3,TT,1.0,3.0,1.0,,,type-III
S3,TT,1.0,3.0,2.0,,,type-III
S3,TT,1.0,3.0,3.0,,,type-III
S3,TT,1.0,3.0,4.0,,,type-III
S3,TT,1.0,3.0,5.0,,,type-III
S3,TT,1.0,4.0,0.0,,,type-III
S3,TT,1.0,4.0,1.0,,,type-III
S3,TT,1.0,4.0,2.0,,,type-III
S3,TT,1.0,4.0,3.0,,,type-III
S3,TT,1.0,4.0,4.0,,,type-III
S3,TT,1.0,4.0,5.0,,,type-III
S3,TT,1.0,5.0,0.0,,,type-III
S3,TT,1.0,5.0,1.0,,,type-III
S3,TT,1.0,5.0,2.0,,,type-III
S3,TT,1.0,5.0,3.0,,,type-III
S3,TT,1.0,5.0,4.0,,,type-III
S3,TT,1.0,5.0,5.0,,,type-III
S3,TT,2.0,-5.0,0.0,1.5000014414335054,175.87637674611136,type-II
S3,TT,2.0,-5.0,1.0,20.11187530735511,108836.93821684404,type-II
S3,TT,2.0,-5.0,2.0,40.056171599431615,849315.4147918065,type-II
S3,TT,2.0,-5.0,3.0,60.03747544081475,2853106.5564988027,type-II
S3,TT,2.0,-5.0,4.0,80.02811610105253,6751862.573476483,type-II
S3,TT,2.0,-5.0,5.0,100.02249498581692,13177237.649716323,type-II
S3,TT,2.0,-4.0,0.0,1.7320512738996077,271.14582163532856,type-II
S3,TT,2.0,-4.0,1.0,16.185352881386102,57710.73184909391,type-II
S3,TT,2.0,-4.0,2.0,32.09347700704228,438798.03890377894,type-II
S3,TT,2.0,-4.0,3.0,48.06241944266379,1466707.0084522392,type-II
S3,TT,2.0,-4.0,4.0,64.04684028883126,3464839.4081230345,type-II
S3,TT,2.0,-4.0,5.0,80.03748342553273,6756601.333689388,type-II
S3,TT,2.0,-3.0,0.0,1.5000014414335054,175.87637674611136,type-II
S3,TT,2.0,-3.0,1.0,12.184657768282236,24886.064625996216,type-II
S3,TT,2.0,-3.0,2.0,24.093386464585354,186186.65209012857,type-II
S3,TT,2.0,-3.0,3.0,36.06239323992914,620367.4808537206,type-II
S3,TT,2.0,-3.0,4.0,48.04682993571975,1463861.919803247,type-II
S3,TT,2.0,-3.0,5.0,60.03747544081475,2853106.5564988027,type-II
S3,TT,2.0,-2.0,0.0,,,type-III
S3,TT,2.0,-2.0,1.0,7.999999957695243,6737.618381395195,type-II
S3,TT,2.0,-2.0,2.0,16.000000215166214,53901.13636333344,type-II
S3,TT,2.0,-2.0,3.0,23.999999873477915,181916.45359899572,type-II
S3,TT,2.0,-2.0,4.0,32.00000001794931,431209.4697152442,type-II
S3,TT,2.0,-2.0,5.0,40.00000050533119,842206.0843389401,type-II
S3,TT,2.0,-1.0,0.0,,,type-III
S3,TT,2.0,-1.0,1.0,2.5000014283577032,13.12238713868797,type-I
S3,TT,2.0,-1.0,2.0,7.500000449588091,4513.504747289556,type-I
S3,TT,2.0,-1.0,3.0,11.678907113390212,19276.994772204893,type-I
S3,TT,2.0,-1.0,4.0,15.76208782082765,49201.73147729925,type-I
S3,TT,2.0,-1.0,5.0,19.810709259232976,99384.833826415,type-I
S3,TT,2.0,0.0,0.0,,,type-III
S3,TT,2.0,0.0,1.0,,,type-III
S3,TT,2.0,0.0,2.0,,,type-III
S3,TT,2.0,0.0,3.0,,,type-III
S3,TT,2.0,0.0,4.0,,,type-III
S3,TT,2.0,0.0,5.0,,,type-III
S3,TT,2.0,1.0,0.0,,,type-III
S3,TT,2.0,1.0,1.0,,,type-III
S3,TT,2.0,1.0,2.0,,,type-III
S3,TT,2.0,1.0,3.0,,,type-III
S3,TT,2.0,1.0,4.0,,,type-III
S3,TT,2.0,1.0,5.0,,,type-III
S3,TT,2.0,2.0,0.0,,,type-III
S3,TT,2.0,2.0,1.0,,,type-III
S3,TT,2.0,2.0,2.0,,,type-III
S3,TT,2.0,2.0,3.0,,,type-III
S3,TT,2.0,2.0,4.0,,,type-III
S3,TT,2.0,2.0,5.0,,,type-III
S3,TT,2.0,3.0,0.0,,,type-III
S3,TT,2.0,3.0,1.0,,,type-III
S3,TT,2.0,3.0,2.0,,,type-III
S3,TT,2.0,3.0,3.0,,,type-III
S3,TT,2.0,3.0,4.0,,,type-III
S3,TT,2.0,3.0,5.0,,,type-III
S3,TT,2.0,4.0,0.0,,,type-III
S3,TT,2.0,4.0,1.0,,,type-III
S3,TT,2.0,4.0,2.0,,,type-III
S3,TT,2.0,4.0,3.0,,,type-III
S3,TT,2.0,4.0,4.0,,,type-III
S3,TT,2.0,4.0,5.0,,,type-III
S3,TT,2.0,5.0,0.0,,,type-III
S3,TT,2.0,5.0,1.0,,,type-III
S3,TT,2.0,5.0,2.0,,,type-III
S3,TT,2.0,5.0,3.0,,,type-III
S3,TT,2.0,5.0,4.0,,,type-III
S3,TT,2.0,5.0,5.0,,,type-III
S3,TT,3.0,-5.0,0.0,1.0000003292768571,116.65878323848335,type-II
S3,TT,3.0,-5.0,1.0,13.40791627328709,72557.30087927492,type-II
S3,TT,3.0,-5.0,2.0,26.704114430650446,566209.5527985534,type-II
S3,TT,3.0,-5.0,3.0,40.02498488810534,1902070.2481391889,type-II
S3,TT,3.0,-5.0,4.0,53.3520767419811,4501240.860326947,type-II
S3,TT,3.0,-5.0,5.0,66.68166150044395,8784824.17868946,type-II
S3,TT,3.0,-4.0,0.0,1.1547006178960786,179.97435440981343,type-II
S3,TT,3.0,-4.0,1.0,10.790234021765928,38472.9790681574,type-II
S3,TT,3.0,-4.0,2.0,21.395652536652157,292531.1311333891,type-II
S3,TT,3.0,-4.0,3.0,32.04161257527963,977803.7248611428,type-II
S3,TT,3.0,-4.0,4.0,42.69789390059656,2309891.93867045,type-II
S3,TT,3.0,-4.0,5.0,53.358321624976256,4504399.83641013,type-II
S3,TT,3.0,-3.0,0.0,1.0000003292768571,116.65878323848335,type-II
S3,TT,3.0,-3.0,1.0,8.123105556536162,16590.078137654284,type-II
S3,TT,3.0,-3.0,2.0,16.062257920989005,124123.7636353247,type-II
S3,TT,3.0,-3.0,3.0,24.041594437358942,413577.6099993035,type-II
S3,TT,3.0,-3.0,4.0,32.031219559218215,975907.1964872357,type-II
S3,TT,3.0,-3.0,5.0,40.02498488810534,1902070.2481391889,type-II
S3,TT,3.0,-2.0,0.0,,,type-III
S3,TT,3.0,-2.0,1.0,5.333333404973251,4491.7193103233885,type-II
S3,TT,3.0,-2.0,2.0,10.66666539828381,35934.03831266898,type-II
S3,TT,3.0,-2.0,3.0,16.000000215145132,121277.5568175002,type-II
S3,TT,3.0,-2.0,4.0,21.333334623197633,287472.8745760509,type-II
S3,TT,3.0,-2.0,5.0,26.66666699427873,561470.5913395729,type-II
S3,TT,3.0,-1.0,0.0,,,type-III
S3,TT,3.0,-1.0,1.0,1.6666654883077061,8.751540800013004,type-I
S3,TT,3.0,-1.0,2.0,5.000001335241871,3008.9538325971976,type-I
S3,TT,3.0,-1.0,3.0,7.785938995723613,12851.061646901833,type-I
S3,TT,3.0,-1.0,4.0,10.508056829684444,32802.088682419424,type-I
S3,TT,3.0,-1.0,5.0,13.20713919393217,66257.47708902606,type-I
S3,TT,3.0,0.0,0.0,,,type-III
S3,TT,3.0,0.0,1.0,,,type-III
S3,TT,3.0,0.0,2.0,,,type-III
S3,TT,3.0,0.0,3.0,,,type-III
S3,TT,3.0,0.0,4.0,,,type-III
S3,TT,3.0,0.0,5.0,,,type-III
S3,TT,3.0,1.0,0.0,,,type-III
S3,TT,3.0,1.0,1.0,,,type-III
S3,TT,3.0,1.0,2.0,,,type-III
S3,TT,3.0,1.0,3.0,,,type-III
S3,TT,3.0,1.0,4.0,,,type-III
S3,TT,3.0,1.0,5.0,,,type-III
S3,TT,3.0,2.0,0.0,,,type-III
S3,TT,3.0,2.0,1.0,,,type-III
S3,TT,3.0,2.0,2.0,,,type-III
S3,TT,3.0,2.0,3.0,,,type-III
S3,TT,3.0,2.0,4.0,,,type-III
S3,TT,3.0,2.0,5.0,,,type-III
S3,TT,3.0,3.0,0.0,,,type-III
S3,TT,3.0,3.0,1.0,,,type-III
S3,TT,3.0,3.0,2.0,,,type-III
S3,TT,3.0,3.0,3.0,,,type-III
S3,TT,3.0,3.0,4.0,,,type-III
S3,TT,3.0,3.0,5.0,,,type-III
S3,TT,3.0,4.0,0.0,,,type-III
S3,TT,3.0,4.0,1.0,,,type-III
S3,TT,3.0,4.0,2.0,,,type-III
S3,TT,3.0,4.0,3.0,,,type-III
S3,TT,3.0,4.0,4.0,,,type-III
S3,TT,3.0,4.0,5.0,,,type-III
S3,TT,3.0,5.0,0.0,,,type-III
S3,TT,3.0,5.0,1.0,,,type-III
S3,TT,3.0,5.0,2.0,,,type-III
S3,TT,3.0,5.0,3.0,,,type-III
S3,TT,3.0,5.0,4.0,,,type-III
S3,TT,3.0,5.0,5.0,,,type-III
S3,TT,4.0,-5.0,0.0,0.7499995947756835,87.05001609334953,type-II
S3,TT,4.0,-5.0,1.0,10.055935930162233,54417.46250088769,type-II
S3,TT,4.0,-5.0,2.0,20.028086601785596,424656.58235311456,type-II
S3,TT,4.0,-5.0,3.0,30.018738493452442,1426552.034771364,type-II
S3,TT,4.0,-5.0,4.0,40.014058058301735,3375929.9248249503,type-II
S3,TT,4.0,-5.0,5.0,50.011247565400986,6588617.3445096165,type-II
S3,TT,4.0,-4.0,0.0,0.8660260519118713,134.3886504057413,type-II
S3,TT,4.0,-4.0,1.0,8.092676320127515,28854.086915932872,type-II
S3,TT,4.0,-4.0,2.0,16.046738652244443,219397.64569507315,type-II
S3,TT,4.0,-4.0,3.0,24.03120927767374,733352.0357211012,type-II
S3,TT,4.0,-4.0,4.0,32.02342037660084,1732418.1408082976,type-II
S3,TT,4.0,-4.0,5.0,40.01874171567993,3378299.008843272,type-II
S3,TT,4.0,-3.0,0.0,0.7499995947756835,87.05001609334953,type-II
S3,TT,4.0,-3.0,1.0,6.092329310311807,12442.073079566731,type-II
S3,TT,4.0,-3.0,2.0,12.046692510896161,93092.2957504799,type-II
S3,TT,4.0,-3.0,3.0,18.03119606873846,310182.63907112664,type-II
S3,TT,4.0,-3.0,4.0,24.023414521297614,731929.7874847372,type-II
S3,TT,4.0,-3.0,5.0,30.018738493452442,1426552.034771364,type-II
S3,TT,4.0,-2.0,0.0,,,type-III
S3,TT,4.0,-2.0,1.0,3.999999719667878,3368.761908712731,type-II
S3,TT,4.0,-2.0,2.0,7.999999957695243,26950.47352558078,type-II
S3,TT,4.0,-2.0,3.0,11.999999151467348,90958.08476930944,type-II
S3,TT,4.0,-2.0,4.0,16.000000215166214,215604.54545333376,type-II
S3,TT,4.0,-2.0,5.0,20.000001019232908,421102.8053910776,type-II
S3,TT,4.0,-1.0,0.0,,,type-III
S3,TT,4.0,-1.0,1.0,1.2500000383861647,6.565942541927328,type-I
S3,TT,4.0,-1.0,2.0,3.749999379064279,2256.672442982568,type-I
S3,TT,4.0,-1.0,3.0,5.839454211649905,9638.084813189385,type-I
S3,TT,4.0,-1.0,4.0,7.881043695448067,24602.251523223917,type-I
S3,TT,4.0,-1.0,5.0,9.905353008782118,49693.77901072914,type-I
S3,TT,4.0,0.0,0.0,,,type-III
S3,TT,4.0,0.0,1.0,,,type-III
S3,TT,4.0,0.0,2.0,,,type-III
S3,TT,4.0,0.0,3.0,,,type-III
S3,TT,4.0,0.0,4.0,,,type-III
S3,TT,4.0,0.0,5.0,,,type-III
S3,TT,4.0,1.0,0.0,,,type-III
S3,TT,4.0,1.0,1.0,,,type-III
S3,TT,4.0,1.0,2.0,,,type-III
S3,TT,4.0,1.0,3.0,,,type-III
S3,TT,4.0,1.0,4.0,,,type-III
S3,TT,4.0,1.0,5.0,,,type-III
S3,TT,4.0,2.0,0.0,,,type-III
S3,TT,4.0,2.0,1.0,,,type-III
S3,TT,4.0,2.0,2.0,,,type-III
S3,TT,4.0,2.0,3.0,,,type-III
S3,TT,4.0,2.0,4.0,,,type-III
S3,TT,4.0,2.0,5.0,,,type-III
S3,TT,4.0,3.0,0.0,,,type-III
S3,TT,4.0,3.0,1.0,,,type-III
S3,TT,4.0,3.0,2.0,,,type-III
S3,TT,4.0,3.0,3.0,,,type-III
S3,TT,4.0,3.0,4.0,,,type-III
S3,TT,4.0,3.0,5.0,,,type-III
S3,TT,4.0,4.0,0.0,,,type-III
S3,TT,4.0,4.0,1.0,,,type-III
S3,TT,4.0,4.0,2.0,,,type-III
S3,TT,4.0,4.0,3.0,,,type-III
S3,TT,4.0,4.0,4.0,,,type-III
S3,TT,4.0,4.0,5.0,,,type-III
S3,TT,4.0,5.0,0.0,,,type-III
S3,TT,4.0,5.0,1.0,,,type-III
S3,TT,4.0,5.0,2.0,,,type-III
S3,TT,4.0,5.0,3.0,,,type-III
S3,TT,4.0,5.0,4.0,,,type-III
S3,TT,4.0,5.0,5.0,,,type-III
S3,TT,5.0,-5.0,0.0,0.6000002440110912,69.28478738903632,type-II
S3,TT,5.0,-5.0,1.0,8.044749626889068,43533.54371407458,type-II
S3,TT,5.0,-5.0,2.0,16.022468646979064,339724.76853470516,type-II
S3,TT,5.0,-5.0,3.0,24.014990504640455,1141241.0594081501,type-II
S3,TT,5.0,-5.0,4.0,32.01124606576762,2700743.3003898677,type-II
S3,TT,5.0,-5.0,5.0,40.008998477036,5270893.1650764495,type-II
S3,TT,5.0,-4.0,0.0,0.692820365244312,107.0372595862145,type-II
S3,TT,5.0,-4.0,1.0,6.474140606979259,23082.739023086076,type-II
S3,TT,5.0,-4.0,2.0,12.83739115738797,175517.52919747686,type-II
S3,TT,5.0,-4.0,3.0,19.224967587703503,586680.9843693784,type-II
S3,TT,5.0,-4.0,4.0,25.618734832508544,1385933.811590201,type-II
S3,TT,5.0,-4.0,5.0,32.01499299307441,2702638.4491692726,type-II
S3,TT,5.0,-3.0,0.0,0.6000002440110912,69.28478738903632,type-II
S3,TT,5.0,-3.0,1.0,4.873864276384652,9953.260601475731,type-II
S3,TT,5.0,-3.0,2.0,9.637355106453713,74473.39610151672,type-II
S3,TT,5.0,-3.0,3.0,14.424956766366794,248145.6281213427,type-II
S3,TT,5.0,-3.0,4.0,19.21873178081304,585543.3042155401,type-II
S3,TT,5.0,-3.0,5.0,24.014990504640455,1141241.0594081501,type-II
S3,TT,5.0,-2.0,0.0,,,type-III
S3,TT,5.0,-2.0,1.0,3.20000014711531,2694.9811827823146,type-II
S3,TT,5.0,-2.0,2.0,6.400001179755553,21560.32205181386,type-II
S3,TT,5.0,-2.0,3.0,9.600000447878028,72766.38262233892,type-II
S3,TT,5.0,-2.0,4.0,12.800000100327892,172483.5227450971,type-II
S3,TT,5.0,-2.0,5.0,16.000000215167983,336882.1022708339,type-II
S3,TT,5.0,-1.0,0.0,,,type-III
S3,TT,5.0,-1.0,1.0,0.9999998558641715,5.254440114524925,type-I
S3,TT,5.0,-1.0,2.0,3.0000000257374655,1805.2988650393472,type-I
S3,TT,5.0,-1.0,3.0,4.67156336136411,7710.290501530215,type-I
S3,TT,5.0,-1.0,4.0,6.3048350338521,19682.336626194618,type-I
S3,TT,5.0,-1.0,5.0,7.924284848825058,39755.54440396608,type-I
S3,TT,5.0,0.0,0.0,,,type-III
S3,TT,5.0,0.0,1.0,,,type-III
S3,TT,5.0,0.0,2.0,,,type-III
S3,TT,5.0,0.0,3.0,,,type-III
S3,TT,5.0,0.0,4.0,,,type-III
S3,TT,5.0,0.0,5.0,,,type-III
S3,TT,5.0,1.0,0.0,,,type-III
S3,TT,5.0,1.0,1.0,,,type-III
S3,TT,5.0,1.0,2.0,,,type-III
S3,TT,5.0,1.0,3.0,,,type-III
S3,TT,5.0,1.0,4.0,,,type-III
S3,TT,5.0,1.0,5.0,,,type-III
S3,TT,5.0,2.0,0.0,,,type-III
S3,TT,5.0,2.0,1.0,,,type-III
S3,TT,5.0,2.0,2.0,,,type-III
S3,TT,5.0,2.0,3.0,,,type-III
S3,TT,5.0,2.0,4.0,,,type-III
S3,TT,5.0,2.0,5.0,,,type-III
S3,TT,5.0,3.0,0.0,,,type-III
S3,TT,5.0,3.0,1.0,,,type-III
S3,TT,5.0,3.0,2.0,,,type-III
S3,TT,5.0,3.0,3.0,,,type-III
S3,TT,5.0,3.0,4.0,,,type-III
S3,TT,5.0,3.0,5.0,,,type-III
S3,TT,5.0,4.0,0.0,,,type-III
S3,TT,5.0,4.0,1.0,,,type-III
S3,TT,5.0,4.0,2.0,,,type-III
S3,TT,5.0,4.0,3.0,,,type-III
S3,TT,5.0,4.0,4.0,,,type-III
S3,TT,5.0,4.0,5.0,,,type-III
S3,TT,5.0,5.0,0.0,,,type-III
S3,TT,5.0,5.0,1.0,,,type-III
S3,TT,5.0,5.0,2.0,,,type-III
S3,TT,5.0,5.0,3.0,,,type-III
S3,TT,5.0,5.0,4.0,,,type-III
S3,TT,5.0,5.0,5.0,,,type-III
S3,REE,0.0,-5.0,0.0,,,type-III
S3,REE,0.0,-5.0,1.0,,,type-III
S3,REE,0.0,-5.0,2.0,,,type-III
S3,REE,0.0,-5.0,3.0,,,type-III
S3,REE,0.0,-5.0,4.0,,,type-III
S3,REE,0.0,-5.0,5.0,,,type-III
S3,REE,0.0,-4.0,0.0,,,type-III
S3,REE,0.0,-4.0,1.0,,,type-III
S3,REE,0.0,-4.0,2.0,,,type-III
S3,REE,0.0,-4.0,3.0,,,type-III
S3,REE,0.0,-4.0,4.0,,,type-III
S3,REE,0.0,-4.0,5.0,,,type-III
S3,REE,0.0,-3.0,0.0,,,type-III
S3,REE,0.0,-3.0,1.0,,,type-III
S3,REE,0.0,-3.0,2.0,,,type-III
S3,REE,0.0,-3.0,3.0,,,type-III
S3,REE,0.0,-3.0,4.0,,,type-III
S3,REE,0.0,-3.0,5.0,,,type-III
S3,REE,0.0,-2.0,0.0,,,type-III
S3,REE,0.0,-2.0,1.0,,,type-III
S3,REE,0.0,-2.0,2.0,,,type-III
S3,REE,0.0,-2.0,3.0,,,type-III
S3,REE,0.0,-2.0,4.0,,,type-III
S3,REE,0.0,-2.0,5.0,,,type-III
S3,REE,0.0,-1.0,0.0,,,type-III
S3,REE,0.0,-1.0,1.0,,,type-III
S3,REE,0.0,-1.0,2.0,,,type-III
S3,REE,0.0,-1.0,3.0,,,type-III
S3,REE,0.0,-1.0,4.0,,,type-III
S3,REE,0.0,-1.0,5.0,,,type-III
S3,REE,0.0,0.0,0.0,,,type-III
S3,REE,0.0,0.0,1.0,,,type-III
S3,REE,0.0,0.0,2.0,,,type-III
S3,REE,0.0,0.0,3.0,,,type-III
S3,REE,0.0,0.0,4.0,,,type-III
S3,REE,0.0,0.0,5.0,,,type-III
S3,REE,0.0,1.0,0.0,,,type-III
S3,REE,0.0,1.0,1.0,,,type-III
S3,REE,0.0,1.0,2.0,,,type-III
S3,REE,0.0,1.0,3.0,,,type-III
S3,REE,0.0,1.0,4.0,,,type-III
S3,REE,0.0,1.0,5.0,,,type-III
S3,REE,0.0,2.0,0.0,,,type-III
S3,REE,0.0,2.0,1.0,,,type-III
S3,REE,0.0,2.0,2.0,,,type-III
S3,REE,0.0,2.0,3.0,,,type-III
S3,REE,0.0,2.0,4.0,,,type-III
S3,REE,0.0,2.0,5.0,,,type-III
S3,REE,0.0,3.0,0.0,,,type-III
S3,REE,0.0,3.0,1.0,,,type-III
S3,REE,0.0,3.0,2.0,,,type-III
S3,REE,0.0,3.0,3.0,,,type-III
S3,REE,0.0,3.0,4.0,,,type-III
S3,REE,0.0,3.0,5.0,,,type-III
S3,REE,0.0,4.0,0.0,,,type-III
S3,REE,0.0,4.0,1.0,,,type-III
S3,REE,0.0,4.0,2.0,,,type-III
S3,REE,0.0,4.0,3.0,,,type-III
S3,REE,0.0,4.0,4.0,,,type-III
S3,REE,0.0,4.0,5.0,,,type-III
S3,REE,0.0,5.0,0.0,,,type-III
S3,REE,0.0,5.0,1.0,,,type-III
S3,REE,0.0,5.0,2.0,,,type-III
S3,REE,0.0,5.0,3.0,,,type-III
S3,REE,0.0,5.0,4.0,,,type-III
S3,REE,0.0,5.0,5.0,,,type-III
S3,REE,1.0,-5.0,0.0,3.0000009997724213,353.52923622669783,type-II
S3,REE,1.0,-5.0,1.0,5.605551295815658,1075.6140574322771,type-II
S3,REE,1.0,-5.0,2.0,9.00000020571818,3195.967408056967,type-II
S3,REE,1.0,-5.0,3.0,12.708204176451797,7879.01412042968,type-II
S3,REE,1.0,-5.0,4.0,16.54400323148789,16364.805189511411,type-II
S3,REE,1.0,-5.0,5.0,20.44030770746112,29909.598082264518,type-II
S3,REE,1.0,-4.0,0.0,3.4641018496299387,544.6603022688204,type-II
S3,REE,1.0,-4.0,1.0,3.4641018496299387,544.6603022688204,type-II
S3,REE,1.0,-4.0,2.0,3.4641018496299387,544.6603022688204,type-II
S3,REE,1.0,-4.0,3.0,3.4641018496299387,544.6603022688204,type-II
S3,REE,1.0,-4.0,4.0,3.4641018496299387,544.6603022688204,type-II
S3,REE,1.0,-4.0,5.0,3.4641018496299387,544.6603022688204,type-II
S3,REE,1.0,-3.0,0.0,3.0000009997724213,353.52923622669783,type-II
S3,REE,1.0,-3.0,1.0,1.6055527052742073,154.4588756806459,type-II
S3,REE,1.0,-3.0,2.0,1.0000000446120034,90.34768121456153,type-II
S3,REE,1.0,-3.0,3.0,0.7082041572918193,62.31112181747174,type-II
S3,REE,1.0,-3.0,4.0,0.5440023532472997,47.090829110812564,type-II
S3,REE,1.0,-3.0,5.0,0.4403066799099263,37.63490671861802,type-II
S3,REE,1.0,-2.0,0.0,,,type-III
S3,REE,1.0,-2.0,1.0,,,type-III
S3,REE,1.0,-2.0,2.0,,,type-III
S3,REE,1.0,-2.0,3.0,,,type-III
S3,REE,1.0,-2.0,4.0,,,type-III
S3,REE,1.0,-2.0,5.0,,,type-III
S3,REE,1.0,-1.0,0.0,,,type-III
S3,REE,1.0,-1.0,1.0,,,type-III
S3,REE,1.0,-1.0,2.0,,,type-III
S3,REE,1.0,-1.0,3.0,,,type-III
S3,REE,1.0,-1.0,4.0,,,type-III
S3,REE,1.0,-1.0,5.0,,,type-III
S3,REE,1.0,0.0,0.0,,,type-III
S3,REE,1.0,0.0,1.0,,,type-III
S3,REE,1.0,0.0,2.0,,,type-III
S3,REE,1.0,0.0,3.0,,,type-III
S3,REE,1.0,0.0,4.0,,,type-III
S3,REE,1.0,0.0,5.0,,,type-III
S3,REE,1.0,1.0,0.0,,,type-III
S3,REE,1.0,1.0,1.0,,,type-III
S3,REE,1.0,1.0,2.0,,,type-III
S3,REE,1.0,1.0,3.0,,,type-III
S3,REE,1.0,1.0,4.0,,,type-III
S3,REE,1.0,1.0,5.0,,,type-III
S3,REE,1.0,2.0,0.0,,,type-III
S3,REE,1.0,2.0,1.0,,,type-III
S3,REE,1.0,2.0,2.0,,,type-III
S3,REE,1.0,2.0,3.0,,,type-III
S3,REE,1.0,2.0,4.0,,,type-III
S3,REE,1.0,2.0,5.0,,,type-III
S3,REE,1.0,3.0,0.0,,,type-III
S3,REE,1.0,3.0,1.0,,,type-III
S3,REE,1.0,3.0,2.0,,,type-III
S3,REE,1.0,3.0,3.0,,,type-III
